row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,fieldrep_id,treatment_group,sample_id_group,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
C,5,C5,490,apc-cc1-26,4,FALSE,FALSE,NA,A,cc,cca10,67.355,cca10,314,1.5605095541401275,cca10,164.625,0.9972550875532419,0.5632544665868856,0.00836247445010594
D,2,D2,528,apc-cc1-26,4,FALSE,FALSE,NA,B,cc,ccb16,28.66,ccb16,355,1.4873239436619718,ccb16,164.625,0.9972550875532419,0.49006885610872997,0.017099401818169224
D,3,D3,1284,apc-cc1-26,4,FALSE,FALSE,NA,B,cc,ccb15,66.839,ccb15,734,1.7493188010899183,ccb15,164.625,0.9972550875532419,0.7520637135366764,0.011251869620082235
D,4,D4,1061,apc-cc1-26,4,FALSE,FALSE,NA,B,cc,ccb14,67.6,ccb14,619,1.7140549273021002,ccb14,164.625,0.9972550875532419,0.7167998397488583,0.01060354792527897
D,5,D5,434,apc-cc1-26,4,FALSE,FALSE,NA,B,cc,ccb13,54.482,ccb13,275,1.5781818181818181,ccb13,164.625,0.9972550875532419,0.5809267306285762,0.010662727701416547
A,3,A3,1271,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca3,57.513,cca3,642,1.9797507788161994,cca3,166.75,1.0101277804070043,0.9696229984091951,0.01685919702344157
A,5,A5,1787,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca1,51.399,cca1,1104,1.618659420289855,cca1,166.75,1.0101277804070043,0.6085316398828506,0.011839367300586599
B,3,B3,1302,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca6,102.812,cca6,697,1.8680057388809181,cca6,166.75,1.0101277804070043,0.8578779584739138,0.008344142303173888
B,5,B5,2288,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca5,107.249,cca5,1391,1.644859813084112,cca5,166.75,1.0101277804070043,0.6347320326771078,0.0059183025732371195
C,2,C2,1246,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb12,69.315,ccb12,723,1.723374827109267,ccb12,166.75,1.0101277804070043,0.7132470467022627,0.010289937916789478
C,3,C3,906,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb11,37.353,ccb11,520,1.7423076923076923,ccb11,166.75,1.0101277804070043,0.732179911900688,0.019601636064056113
C,4,C4,681,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca9,20.508,cca9,389,1.750642673521851,cca9,166.75,1.0101277804070043,0.7405148931148466,0.036108586557189716
C,5,C5,559,apc-cc1-26,5,FALSE,FALSE,NA,A,cc,cca10,67.355,cca10,314,1.7802547770700636,cca10,166.75,1.0101277804070043,0.7701269966630593,0.011433850444110449
D,2,D2,587,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb16,28.66,ccb16,355,1.6535211267605634,ccb16,166.75,1.0101277804070043,0.643393346353559,0.02244917468086389
D,3,D3,1404,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb15,66.839,ccb15,734,1.9128065395095368,ccb15,166.75,1.0101277804070043,0.9026787591025325,0.01350527026290837
D,4,D4,1195,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb14,67.6,ccb14,619,1.9305331179321485,ccb14,166.75,1.0101277804070043,0.9204053375251442,0.013615463572857164
D,5,D5,493,apc-cc1-26,5,FALSE,FALSE,NA,B,cc,ccb13,54.482,ccb13,275,1.7927272727272727,ccb13,166.75,1.0101277804070043,0.7825994923202684,0.014364367907203635
A,3,A3,1415,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca3,57.513,cca3,642,2.20404984423676,cca3,168.625,1.021486038807383,1.182563805429377,0.02056167832367251
A,5,A5,2005,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca1,51.399,cca1,1104,1.8161231884057971,cca1,168.625,1.021486038807383,0.7946371495984141,0.015460167505173527
B,3,B3,1459,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca6,102.812,cca6,697,2.0932568149210904,cca6,168.625,1.021486038807383,1.0717707761137074,0.01042456888411574
B,5,B5,2529,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca5,107.249,cca5,1391,1.818116462976276,cca5,168.625,1.021486038807383,0.7966304241688931,0.0074278587601645995
C,2,C2,1507,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb12,69.315,ccb12,723,2.0843706777316737,ccb12,168.625,1.021486038807383,1.0628846389242907,0.01533412160317811
C,3,C3,1045,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb11,37.353,ccb11,520,2.0096153846153846,ccb11,168.625,1.021486038807383,0.9881293458080016,0.026453814842395566
C,4,C4,860,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca9,20.508,cca9,389,2.210796915167095,cca9,168.625,1.021486038807383,1.1893108763597122,0.05799253346790093
C,5,C5,634,apc-cc1-26,6,FALSE,FALSE,NA,A,cc,cca10,67.355,cca10,314,2.0191082802547773,cca10,168.625,1.021486038807383,0.9976222414473943,0.014811405856245182
D,2,D2,669,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb16,28.66,ccb16,355,1.884507042253521,ccb16,168.625,1.021486038807383,0.8630210034461381,0.030112386721777323
D,3,D3,1593,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb15,66.839,ccb15,734,2.170299727520436,ccb15,168.625,1.021486038807383,1.148813688713053,0.017187774932495292
D,4,D4,2356,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb14,67.6,ccb14,619,3.8061389337641356,ccb14,168.625,1.021486038807383,2.7846528949567526,0.04119309016208214
D,5,D5,524,apc-cc1-26,6,FALSE,FALSE,NA,B,cc,ccb13,54.482,ccb13,275,1.9054545454545455,ccb13,168.625,1.021486038807383,0.8839685066471625,0.016224964330368977
A,3,A3,1547,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca3,57.513,cca3,642,2.4096573208722742,cca3,169.75,1.02830099384761,1.3813563270246643,0.02401815810381417
A,5,A5,2146,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca1,51.399,cca1,1104,1.943840579710145,cca1,169.75,1.02830099384761,0.915539585862535,0.01781240074442178
B,3,B3,1565,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca6,102.812,cca6,697,2.2453371592539453,cca6,169.75,1.02830099384761,1.2170361654063353,0.01183749139600762
B,5,B5,2776,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca5,107.249,cca5,1391,1.9956865564342199,cca5,169.75,1.02830099384761,0.9673855625866099,0.00901999610799737
C,2,C2,1621,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb12,69.315,ccb12,723,2.2420470262793915,ccb12,169.75,1.02830099384761,1.2137460324317815,0.01751058259297095
C,3,C3,1074,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb11,37.353,ccb11,520,2.0653846153846156,ccb11,169.75,1.02830099384761,1.0370836215370056,0.027764399687762845
C,4,C4,919,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca9,20.508,cca9,389,2.3624678663239074,cca9,169.75,1.02830099384761,1.3341668724762974,0.06505592317516566
C,5,C5,684,apc-cc1-26,7,FALSE,FALSE,NA,A,cc,cca10,67.355,cca10,314,2.178343949044586,cca10,169.75,1.02830099384761,1.150042955196976,0.017074351647197325
D,2,D2,689,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb16,28.66,ccb16,355,1.9408450704225353,ccb16,169.75,1.02830099384761,0.9125440765749253,0.031840337633458664
D,3,D3,1737,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb15,66.839,ccb15,734,2.3664850136239783,ccb15,169.75,1.02830099384761,1.3381840197763684,0.02002100599614549
D,4,D4,2545,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb14,67.6,ccb14,619,4.111470113085622,ccb14,169.75,1.02830099384761,3.083169119238012,0.04560901063961557
D,5,D5,583,apc-cc1-26,7,FALSE,FALSE,NA,B,cc,ccb13,54.482,ccb13,275,2.12,ccb13,169.75,1.02830099384761,1.0916990061523901,0.020037792411298962
A,3,A3,1675,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca3,57.513,cca3,642,2.6090342679127727,cca3,170.875,1.0351159488878372,1.5739183190249355,0.0273663053400959
A,5,A5,2302,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca1,51.399,cca1,1104,2.085144927536232,cca1,170.875,1.0351159488878372,1.0500289786483947,0.02042897680204663
B,3,B3,1699,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca6,102.812,cca6,697,2.437589670014347,cca6,170.875,1.0351159488878372,1.40247372112651,0.01364114812596302
B,5,B5,3022,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca5,107.249,cca5,1391,2.1725377426312007,cca5,170.875,1.0351159488878372,1.1374217937433635,0.01060543029532549
C,2,C2,1766,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb12,69.315,ccb12,723,2.442600276625173,ccb12,170.875,1.0351159488878372,1.407484327737336,0.020305624002558406
C,3,C3,1155,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb11,37.353,ccb11,520,2.2211538461538463,ccb11,170.875,1.0351159488878372,1.186037897266009,0.03175214567145902
C,4,C4,1048,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca9,20.508,cca9,389,2.6940874035989717,cca9,170.875,1.0351159488878372,1.6589714547111345,0.08089386847625973
C,5,C5,747,apc-cc1-26,8,FALSE,FALSE,NA,A,cc,cca10,67.355,cca10,314,2.378980891719745,cca10,170.875,1.0351159488878372,1.3438649428319078,0.019951970051694867
D,2,D2,734,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb16,28.66,ccb16,355,2.067605633802817,ccb16,170.875,1.0351159488878372,1.0324896849149796,0.03602546004588205
D,3,D3,1900,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb15,66.839,ccb15,734,2.5885558583106265,ccb15,170.875,1.0351159488878372,1.5534399094227893,0.023241519313915368
D,4,D4,2833,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb14,67.6,ccb14,619,4.576736672051696,ccb14,170.875,1.0351159488878372,3.5416207231638595,0.052390839100057096
D,5,D5,633,apc-cc1-26,8,FALSE,FALSE,NA,B,cc,ccb13,54.482,ccb13,275,2.3018181818181818,ccb13,170.875,1.0351159488878372,1.2667022329303446,0.02324992167927654
A,2,A2,181,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1,ccc4,155.75,0.9434926644581164,0.056507335541883585,7.347202644894499e-4
A,3,A3,206,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1,ccc3,155.75,0.9434926644581164,0.056507335541883585,5.698716749216764e-4
A,4,A4,173,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1,ccc2,155.75,0.9434926644581164,0.056507335541883585,9.488579171810586e-4
A,5,A5,181,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1,ccc1,155.75,0.9434926644581164,0.056507335541883585,7.377514628023552e-4
B,2,B2,184,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1,ccc8,155.75,0.9434926644581164,0.056507335541883585,9.571025667663209e-4
B,4,B4,163,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1,ccc7,155.75,0.9434926644581164,0.056507335541883585,0.0015747223147331286
B,5,B5,169,apc-cc2-26,0,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1,ccc5,155.75,0.9434926644581164,0.056507335541883585,0.0015147795287873574
C,3,C3,177,apc-cc2-26,0,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1,ccd12,155.75,0.9434926644581164,0.056507335541883585,0.0014968434092311087
D,2,D2,167,apc-cc2-26,0,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1,ccd16,155.75,0.9434926644581164,0.056507335541883585,0.0017816665261030263
D,4,D4,188,apc-cc2-26,0,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1,ccd13,155.75,0.9434926644581164,0.056507335541883585,8.836865359587706e-4
A,2,A2,206,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1.138121546961326,ccc4,156.625,0.9487931850449598,0.18932836191636615,0.002461687191735355
A,3,A3,213,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.0339805825242718,ccc3,156.625,0.9487931850449598,0.08518739747931203,8.591076613012771e-4
A,4,A4,194,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.1213872832369942,ccc2,156.625,0.9487931850449598,0.17259409819203442,0.002898159592162182
A,5,A5,213,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1.1767955801104972,ccc1,156.625,0.9487931850449598,0.22800239506553743,0.0029767657396863653
B,2,B2,187,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.016304347826087,ccc8,156.625,0.9487931850449598,0.06751116278112712,0.0011434817544228849
B,4,B4,164,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.0061349693251533,ccc7,156.625,0.9487931850449598,0.05734178428019354,0.0015979763761061626
B,5,B5,172,apc-cc2-26,1,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.017751479289941,ccc5,156.625,0.9487931850449598,0.06895829424498112,0.0018485495991041475
C,3,C3,184,apc-cc2-26,1,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.03954802259887,ccd12,156.625,0.9487931850449598,0.09075483755391023,0.0024040379739320872
D,2,D2,169,apc-cc2-26,1,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.0119760479041917,ccd16,156.625,0.9487931850449598,0.06318286285923191,0.0019921447489983576
D,4,D4,192,apc-cc2-26,1,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.0212765957446808,ccd13,156.625,0.9487931850449598,0.07248341069972097,0.0011335274173073888
A,2,A2,223,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1.2320441988950277,ccc4,158,0.9571225745385707,0.27492162435645695,0.0035745887967293844
A,3,A3,222,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.0776699029126213,ccc3,158,0.9571225745385707,0.12054732837405058,0.0012157095582207243
A,4,A4,212,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.2254335260115607,ccc2,158,0.9571225745385707,0.26831095147299,0.004505414529460985
A,5,A5,233,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc1,76.594,ccc1,181,1.287292817679558,ccc1,158,0.9571225745385707,0.3301702431409872,0.004310654139240505
B,2,B2,196,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc8,59.04,ccc8,184,1.065217391304348,ccc8,158,0.9571225745385707,0.10809481676577715,0.0018308742677130277
B,4,B4,172,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc7,35.884,ccc7,163,1.0552147239263803,ccc7,158,0.9571225745385707,0.09809214938780952,0.002733590162406909
B,5,B5,178,apc-cc2-26,2,FALSE,FALSE,NA,C,cc,ccc5,37.304,ccc5,169,1.0532544378698225,ccc5,158,0.9571225745385707,0.09613186333125179,0.002576985399186462
C,3,C3,195,apc-cc2-26,2,FALSE,FALSE,NA,D,cc,ccd12,37.751,ccd12,177,1.1016949152542372,ccd12,158,0.9571225745385707,0.1445723407156665,0.003829629432747914
D,2,D2,178,apc-cc2-26,2,FALSE,FALSE,NA,D,cc,ccd16,31.716,ccd16,167,1.0658682634730539,ccd16,158,0.9571225745385707,0.10874568893448311,0.0034287327826486034
D,4,D4,204,apc-cc2-26,2,FALSE,FALSE,NA,D,cc,ccd13,63.945,ccd13,188,1.0851063829787233,ccd13,158,0.9571225745385707,0.12798380844015256,0.00200146701759563
A,2,A2,232,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc4,76.91,ccc4,181,1.281767955801105,ccc4,158.75,0.9616658778987222,0.3201020779023829,0.00416203455860594
A,3,A3,254,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc3,99.158,ccc3,206,1.233009708737864,ccc3,158.75,0.9616658778987222,0.2713438308391418,0.002736479465490851
A,4,A4,251,apc-cc2-26,3,FALSE,FALSE,NA,C,cc,ccc2,59.553,ccc2,173,1.4508670520231215,ccc2,158.75,0.9616658778987222,0.48920117412439934,0.008214551309327816
